IDE,DT,O,C,H,L,V,A,turnover
11,1992-05-05,613.396,613.798,615.164,611.707,174290.42096124,78293000,0.000
11,1992-05-06,613.925,613.965,614.881,613.165,120835.18534981,54371000,0.000
11,1992-05-07,614.611,615.007,615.537,613.874,113808.42406247,51743000,0.000
11,1992-05-08,616.412,617.940,618.006,615.007,181002.32851253,84729000,0.000
11,1992-05-11,621.147,622.840,622.572,617.940,123397.7619532,60650000,0.000
11,1992-05-12,625.124,625.867,625.897,622.840,129052.57339151,65369000,0.000
11,1992-05-13,625.617,627.346,628.090,624.442,125795.65792545,64664000,0.000
11,1992-05-14,627.432,629.152,629.179,626.929,114764.21583614,60063000,0.000
11,1992-05-15,630.303,633.104,633.143,629.152,137979.24129696,75109000,0.000
11,1992-05-18,635.969,638.052,638.057,633.104,107271.51900948,61340000,0.000
11,1992-05-19,641.267,642.569,642.569,638.052,98179.264683754,58722000,0.000
11,1992-05-20,645.740,645.692,646.808,642.569,193335.38631096,119286000,0.000
11,1992-05-21,717.476,717.967,723.260,643.556,143133.37807642,181276992,0.000
11,1992-05-22,721.082,723.636,724.362,717.645,152369.04156001,204172992,0.000
11,1992-05-25,728.895,729.575,730.085,723.636,156467.13985242,222428992,0.000
11,1992-05-26,723.064,720.695,730.100,719.893,114840.74230607,149448000,0.000
11,1992-05-27,716.694,711.973,719.472,674.690,116348.88574134,138824000,0.000
11,1992-05-28,705.886,709.154,711.213,705.158,101181.72336813,117388000,0.000
11,1992-05-29,716.138,715.413,716.920,708.619,110144.88584364,135996992,0.000
11,1992-06-01,710.490,711.133,716.616,706.442,89048.713701362,105366000,0.000
11,1992-06-02,708.782,707.482,711.222,707.267,74064.433576975,84509000,0.000
11,1992-06-03,701.576,699.991,707.482,697.532,86721.368748053,91844000,0.000
11,1992-06-04,702.653,704.209,705.517,699.170,85347.590677797,94263000,0.000
11,1992-06-05,706.062,704.327,707.662,703.794,91201.526551874,100847000,0.000
11,1992-06-08,703.075,703.203,705.740,702.440,60762.167797633,66441000,0.000
11,1992-06-09,705.336,706.205,707.778,701.926,72493.83110543,81673000,0.000
11,1992-06-10,712.482,711.454,713.091,706.926,130256.43375849,154616992,0.000
11,1992-06-11,710.796,710.713,711.594,710.182,91644.742425528,107985000,0.000
11,1992-06-12,709.496,710.149,710.713,708.616,100449.76999428,117698000,0.000
11,1992-06-15,710.381,710.161,711.016,708.504,79472.628749413,93130000,0.000
11,1992-06-16,710.153,709.719,707.003,709.506,79309.162595354,92530000,0.000
11,1992-06-17,710.113,709.965,711.417,709.681,77513.10310627,90657000,0.000
11,1992-06-18,709.758,709.867,710.248,708.994,55877.545081862,65289000,0.000
11,1992-06-19,710.000,710.169,710.169,709.296,51930.13294196,60859000,0.000
11,1992-06-22,710.318,709.994,710.876,709.636,61024.019146936,71392000,0.000
11,1992-06-23,709.385,708.981,710.214,708.673,48734.641719264,56443000,0.000
11,1992-06-24,708.347,708.362,708.981,707.784,38896.321651347,44772000,0.000
11,1992-06-25,708.573,709.160,709.160,708.096,50711.496858382,58837000,0.000
11,1992-06-26,709.511,709.544,713.200,709.160,79200.975383585,92243000,0.000
11,1992-06-29,709.907,709.960,710.302,708.852,98324.084445623,114991000,0.000
11,1992-06-30,711.420,711.806,711.972,709.960,134536.89839572,160259008,0.000
11,1992-07-01,712.508,712.058,713.806,711.032,102937.58059924,122926000,0.000
11,1992-07-02,711.478,711.493,712.435,710.846,85181.224104827,101151000,0.000
11,1992-07-03,711.629,711.635,711.992,711.194,160111.33909651,190398000,0.000
11,1992-07-06,712.359,712.631,713.815,711.729,163012.79756205,195780000,0.000
11,1992-07-07,712.631,713.086,713.124,712.195,169719.67574557,204760000,0.000
11,1992-07-08,711.906,711.325,713.486,711.089,117148.88232813,138880000,0.000
11,1992-07-09,710.212,710.732,711.467,709.898,110998.44721814,130815000,0.000
11,1992-07-10,710.443,711.589,711.957,709.697,112820.75011358,134101000,0.000
11,1992-07-13,708.865,707.068,712.455,706.614,108655.05618966,123468000,0.000
11,1992-07-14,706.030,705.078,707.388,704.729,85579.641847314,95340000,0.000
11,1992-07-15,704.456,704.502,707.001,703.817,109763.56200742,121584000,0.000
11,1992-07-16,705.085,706.029,713.781,704.551,134293.64063167,151032000,0.000
11,1992-07-17,705.747,706.111,706.890,705.266,102900.77827926,115821000,0.000
11,1992-07-20,703.857,703.694,706.236,703.327,61259.350940099,67313000,0.000
11,1992-07-21,702.664,702.180,703.481,701.935,61180.35089016,66221000,0.000
11,1992-07-22,700.006,697.745,702.126,697.672,101986.17306838,105623000,0.000
11,1992-07-23,696.221,695.677,697.560,690.290,135045.38080172,137012992,0.000
11,1992-07-24,709.649,707.570,710.764,695.629,87600.042030788,100041000,0.000
11,1992-07-27,709.953,708.211,710.756,704.535,106372.40827265,122257000,0.000
11,1992-07-28,706.229,704.344,708.150,703.987,95497.98815498,105616000,0.000
11,1992-07-29,701.801,702.619,704.536,698.842,78395.209360512,85225000,0.000
11,1992-07-30,700.784,699.833,702.641,698.531,83875.543786646,88690000,0.000
11,1992-07-31,698.712,699.325,699.325,697.442,73330.671913466,77149000,0.000
11,1992-08-03,697.652,697.345,700.114,696.885,71498.230817702,73754000,0.000
11,1992-08-04,696.046,697.742,697.810,695.835,60866.332570513,63035000,0.000
11,1992-08-05,695.795,695.477,698.001,695.389,75195.29899758,76139000,0.000
11,1992-08-06,693.049,694.442,695.299,692.523,107871.91793807,108106000,0.000
11,1992-08-07,694.547,694.748,694.836,693.792,101176.84510013,101706000,0.000
11,1992-08-10,693.490,690.548,694.889,689.759,115401.05176903,111257000,0.000
11,1992-08-11,686.585,679.464,690.290,671.496,178163.32912521,153828000,0.000
11,1992-08-12,654.723,669.409,677.095,647.367,241677.64365536,188800992,0.000
11,1992-08-13,671.442,678.002,682.519,664.723,201259.78329847,171260000,0.000
11,1992-08-14,678.727,678.877,683.692,674.049,185753.40525175,159447008,0.000
11,1992-08-17,683.485,687.947,688.086,678.877,202553.60313372,190291008,0.000
11,1992-08-18,689.585,687.301,694.193,686.060,277897.87452863,259400992,0.000
11,1992-08-19,685.916,687.953,689.191,682.312,140324.21155709,131836000,0.000
11,1992-08-20,687.006,687.181,688.722,685.696,190372.4043247,177488000,0.000
11,1992-08-21,685.515,685.433,687.831,685.064,206923.8744884,189594000,0.000
11,1992-08-24,682.393,681.844,685.937,681.528,175385.13742789,155058000,0.000
11,1992-08-25,680.008,677.840,682.228,677.660,159012.20617489,135092000,0.000
11,1992-08-26,676.871,681.062,681.062,675.178,174855.51439156,153392000,0.000
11,1992-08-27,680.775,679.506,681.379,679.258,103873.71638283,89723000,0.000
11,1992-08-28,678.080,677.678,679.878,674.892,112808.29992926,95684000,0.000
11,1992-08-31,675.921,674.679,677.701,674.649,94349.362906458,77675000,0.000
11,1992-09-01,675.129,674.886,675.841,672.720,106100.90186191,87529000,0.000
11,1992-09-02,672.278,670.237,675.095,669.762,178046.64389909,140242000,0.000
11,1992-09-03,665.207,667.185,669.425,664.334,270445.35472641,206650000,0.000
11,1992-09-04,666.582,665.790,668.760,665.239,173586.08243319,130811000,0.000
11,1992-09-07,664.733,658.784,670.298,658.491,192727.98258469,135455008,0.000
11,1992-09-08,651.449,649.391,658.784,642.116,204374.17984128,130824000,0.000
11,1992-09-09,645.112,648.701,649.962,644.227,207237.23534778,131749000,0.000
11,1992-09-10,649.875,657.336,657.684,646.507,205796.93409163,142572000,0.000
11,1992-09-11,668.376,668.774,670.429,661.124,213657.26725837,165860000,0.000
11,1992-09-14,667.015,663.279,670.960,660.499,266442.6242891,195830000,0.000
11,1992-09-15,662.197,663.713,665.475,657.559,213600.04335104,157671008,0.000
11,1992-09-16,666.945,667.831,668.825,663.713,264035.68084885,203054000,0.000
11,1992-09-17,668.042,666.870,669.197,665.456,190023.88279158,144744992,0.000
11,1992-09-18,660.634,665.900,666.870,660.634,108507.42311771,81858000,0.000
11,1992-09-21,664.095,663.068,666.660,662.637,158901.88699825,116545000,0.000
11,1992-09-22,662.693,661.585,663.541,660.682,126031.54836032,91083000,0.000
11,1992-09-23,661.127,660.139,661.987,659.591,116334.20834679,82873000,0.000
11,1992-09-24,661.280,662.674,663.348,659.751,127077.48744131,92839000,0.000
11,1992-09-25,662.634,662.567,663.384,661.705,104488.96257828,76255000,0.000
11,1992-09-28,661.829,661.863,662.567,661.375,56296.398509728,40798000,0.000
11,1992-09-29,661.208,659.893,662.378,659.495,115926.71291671,82381000,0.000
11,1992-09-30,658.898,658.711,659.893,658.222,137418.84041463,96512000,0.000
11,1992-10-05,654.942,655.409,658.711,653.811,161490.24454842,109752000,0.000
11,1992-10-06,655.896,654.610,657.313,653.113,144644.34029426,97525000,0.000
11,1992-10-07,654.955,653.262,654.997,653.137,91613.805128822,60947000,0.000
11,1992-10-08,650.769,649.950,654.226,649.407,149615.49814352,96306000,0.000
11,1992-10-09,653.139,652.509,653.785,649.948,174040.19446001,114917000,0.000
11,1992-10-12,656.560,657.015,660.336,652.767,216719.52155466,149660000,0.000
11,1992-10-13,657.527,654.573,658.565,653.910,234954.51267823,158356992,0.000
11,1992-10-14,652.628,653.034,654.565,650.751,214118.25536723,142120992,0.000
11,1992-10-15,651.598,653.001,653.525,651.072,159864.66324055,106075000,0.000
11,1992-10-16,653.072,653.185,653.761,652.647,138236.93117713,91893000,0.000
11,1992-10-19,649.967,648.172,653.594,648.172,158551.54965212,100268000,0.000
11,1992-10-20,648.494,645.578,653.019,643.637,167237.82634799,103067000,0.000
11,1992-10-21,642.408,640.462,645.578,638.998,184191.56564794,107881000,0.000
11,1992-10-22,635.418,632.260,640.326,631.511,277387.92145239,149734000,0.000
11,1992-10-23,631.252,635.904,639.048,629.288,203987.63689636,114178000,0.000
11,1992-10-26,632.204,625.948,636.221,625.525,247532.25233755,125484000,0.000
11,1992-10-27,617.432,614.037,625.817,613.589,285990.93897131,128776000,0.000
11,1992-10-28,617.643,616.882,618.554,613.511,224062.5202392,103788000,0.000
11,1992-10-29,618.070,621.346,621.400,615.133,194372.74135261,94125000,0.000
11,1992-10-30,623.484,626.010,626.010,621.388,256212.91276491,129964000,0.000
11,1992-11-02,618.597,619.959,626.318,617.388,207294.65463453,99006000,0.000
11,1992-11-03,620.741,620.421,621.930,617.399,189068.58965007,90717000,0.000
11,1992-11-04,619.370,618.323,620.795,617.289,181851.45775697,85452000,0.000
11,1992-11-05,616.393,616.756,618.535,615.532,156595.98383157,72446000,0.000
11,1992-11-06,616.301,615.537,618.043,615.246,115190.89815119,52648000,0.000
11,1992-11-09,611.672,609.080,615.973,608.154,167805.23086256,71923000,0.000
11,1992-11-10,603.259,602.270,609.017,599.894,224682.29595786,89992000,0.000
11,1992-11-11,602.836,604.658,604.658,599.159,172569.2412717,70781000,0.000
11,1992-11-12,604.231,606.028,606.132,602.721,209552.89930013,87130000,0.000
11,1992-11-13,606.679,605.616,607.439,605.424,191035.76517182,79106000,0.000
11,1992-11-16,602.643,601.966,605.992,601.540,168198.43734348,67165000,0.000
11,1992-11-17,599.616,600.496,601.906,598.778,172268.24557837,67791000,0.000
11,1992-11-18,602.140,604.031,604.031,599.487,146461.07799122,59699000,0.000
11,1992-11-19,604.523,601.873,605.164,600.914,191465.09587668,76385000,0.000
11,1992-11-20,600.848,602.498,602.498,600.697,138934.83459546,55774000,0.000
11,1992-11-23,603.150,604.714,604.758,602.593,223226.68681011,91610000,0.000
11,1992-11-24,605.798,611.725,613.625,604.817,284596.85483138,125234000,0.000
11,1992-11-25,621.535,638.018,638.018,612.067,463381.92187254,264883008,0.000
11,1992-11-26,654.685,636.312,665.622,636.312,802804.22056547,451184000,0.000
11,1992-11-27,641.822,649.006,655.819,622.643,475849.58991328,303435008,0.000
11,1992-11-30,655.772,661.849,662.200,649.006,643305.28291471,466139008,0.000
11,1992-12-01,661.068,660.753,665.297,660.347,361548.12065742,259136000,0.000
11,1992-12-02,657.640,661.516,661.516,657.024,311657.44669067,225079008,0.000
11,1992-12-03,666.729,672.823,675.020,663.831,530355.10022272,428632992,0.000
11,1992-12-04,675.888,672.676,676.823,672.676,571999.46469728,461615008,0.000
11,1992-12-07,667.416,670.946,672.189,666.291,427445.32997164,339071008,0.000
11,1992-12-08,671.374,665.838,673.241,664.491,791077.57115951,596425024,0.000
11,1992-12-09,663.683,654.939,665.698,652.717,506576.95912484,342673984,0.000
11,1992-12-10,653.745,647.026,657.428,641.669,412929.64189178,258176000,0.000
11,1992-12-11,653.164,661.527,663.366,647.615,515991.00625796,372689984,0.000
11,1992-12-14,664.107,659.103,665.069,653.686,328863.80075737,231872000,0.000
11,1992-12-15,658.354,655.795,660.354,655.795,243606.35553471,166198000,0.000
11,1992-12-16,654.193,656.321,656.968,652.946,197123.16351229,135191008,0.000
11,1992-12-17,656.807,659.495,659.495,656.296,212199.44053573,150199008,0.000
11,1992-12-18,660.610,658.109,661.385,656.998,204106.67354218,142492992,0.000
11,1992-12-21,659.785,662.827,662.827,658.047,562580.62541002,411628992,0.000
11,1992-12-22,662.813,662.013,662.857,661.869,321410.05814434,233272992,0.000
11,1992-12-23,661.744,662.877,663.455,661.410,189339.52598866,138606000,0.000
11,1992-12-24,662.809,666.456,666.456,662.776,286357.58446592,217228000,0.000
11,1992-12-25,667.784,667.207,669.429,666.893,478925.25252525,366032992,0.000
11,1992-12-28,667.227,666.287,668.255,666.231,235351.4412856,178234000,0.000
11,1992-12-29,666.582,667.814,667.906,665.918,243363.97237648,187124992,0.000
11,1992-12-30,668.616,667.633,668.922,667.574,253525.64102564,194586000,0.000
11,1992-12-31,667.415,669.304,669.771,667.356,231108.81482336,180355008,0.000
11,1993-01-04,669.784,673.546,673.867,668.887,323086.07930814,263004992,0.000
11,1993-01-05,673.460,678.916,678.971,673.937,577452.50605552,495870016,0.000
11,1993-01-06,681.491,677.588,681.766,677.079,668219.54120646,566275968,0.000
11,1993-01-07,678.574,680.109,680.109,677.835,418357.36561676,363540000,0.000
11,1993-01-08,681.670,682.452,682.947,681.186,701093.89186819,623601984,0.000
11,1993-01-11,685.125,691.928,691.928,683.799,972340.47185447,950385024,0.000
11,1993-01-12,694.417,692.935,697.041,692.414,947457.61805401,935387008,0.000
11,1993-01-13,693.862,696.612,696.612,691.504,574668.25252673,588489024,0.000
11,1993-01-14,699.501,702.555,702.755,697.781,913756.0928914,992732032,0.000
11,1993-01-15,702.293,700.436,703.787,699.553,685207.18959164,728896000,0.000
11,1993-01-18,700.833,699.635,701.775,699.395,506245.5065762,534251008,0.000
11,1993-01-19,699.463,693.399,700.466,693.399,616166.10911144,611132032,0.000
11,1993-01-20,693.223,698.485,699.138,692.678,394498.27951424,411584000,0.000
11,1993-01-21,699.280,701.423,701.755,698.761,457480.49075643,491452992,0.000
11,1993-01-22,701.432,703.831,704.675,701.365,479802.96461906,527932000,0.000
11,1993-01-27,706.183,709.351,709.351,705.034,697586.9515846,810902976,0.000
11,1993-01-28,711.061,708.302,711.385,707.998,709136.2118275,815769024,0.000
11,1993-01-29,708.866,712.419,712.419,707.413,680824.03043856,815953984,0.000
11,1993-02-01,716.032,718.915,718.915,714.387,1013743.4806414,1296071040,0.000
11,1993-02-02,720.002,721.406,722.524,719.970,911467.47241679,1194551040,0.000
11,1993-02-03,722.249,720.634,722.596,717.904,783543.23675955,1019044992,0.000
11,1993-02-04,722.363,725.978,725.978,720.395,816981.1516645,1120555008,0.000
11,1993-02-05,725.960,723.107,728.371,722.570,1048203.2889209,1397213056,0.000
11,1993-02-08,723.606,727.547,727.560,723.200,836290.64651119,1165095040,0.000
11,1993-02-09,729.982,733.278,733.862,729.922,1120495.3651723,1652641024,0.000
11,1993-02-10,735.007,731.874,736.865,731.432,1232811.4516728,1793074944,0.000
11,1993-02-11,734.699,727.851,734.772,725.470,1002028.0925732,1400214016,0.000
11,1993-02-12,726.462,732.171,732.171,724.553,857405.64314898,1250749056,0.000
11,1993-02-15,737.885,737.410,737.410,734.912,1040323.5356125,1598790016,0.000
11,1993-02-16,738.601,735.872,738.847,735.264,805180.11470254,1218624000,0.000
11,1993-02-17,735.989,735.240,737.198,735.165,635748,956164992,0.000
11,1993-02-18,735.222,735.522,737.527,734.824,661195.97406214,997228992,0.000
11,1993-02-19,733.049,734.955,735.937,730.945,988199.27720805,1482041984,0.000
11,1993-02-22,734.155,732.001,736.774,731.795,646803.17244505,941932992,0.000
11,1993-02-23,729.509,725.668,732.673,724.097,726162.08752633,992924992,0.000
11,1993-02-24,721.364,717.845,724.122,712.251,1190697.6979509,1506184960,0.000
11,1993-02-25,718.340,728.780,729.560,717.590,993240.01247908,1400825984,0.000
11,1993-02-26,730.660,723.628,731.152,722.193,1204013.828104,1613234048,0.000
11,1993-03-01,722.749,712.524,723.569,712.524,742756.29349937,891107008,0.000
11,1993-03-02,713.179,716.255,719.438,711.396,689757.53146308,858824000,0.000
11,1993-03-03,717.748,715.173,718.050,714.210,307187.21839304,378384000,0.000
11,1993-03-04,715.185,709.064,716.218,706.621,457163.56232692,529912000,0.000
11,1993-03-05,705.290,704.670,710.907,696.821,828953.4329542,919756992,0.000
11,1993-03-08,706.819,713.352,722.543,706.814,1539317.9580871,1862035968,0.000
11,1993-03-09,709.151,707.197,713.353,706.490,757542.22483938,861923968,0.000
11,1993-03-10,703.758,711.619,711.734,702.825,581356.11159239,691214976,0.000
11,1993-03-11,714.164,717.594,717.594,712.232,840825.79172611,1060953984,0.000
11,1993-03-12,719.062,715.548,719.508,715.142,785233.3654165,970838976,0.000
11,1993-03-15,714.755,710.151,715.926,710.151,438863.91574851,514230016,0.000
11,1993-03-16,709.823,714.418,714.418,708.714,356239.82004826,435520992,0.000
11,1993-03-17,715.745,712.785,715.788,712.009,257085.26250156,309235008,0.000
11,1993-03-18,712.814,711.239,713.097,710.125,261532.48682966,309780000,0.000
11,1993-03-19,711.568,710.430,713.178,710.151,367371.62358829,431657984,0.000
11,1993-03-22,708.120,697.867,710.777,697.867,622854.20668904,645849984,0.000
11,1993-03-23,697.739,691.292,697.742,689.956,565156.27490348,548908032,0.000
11,1993-03-24,690.704,689.803,693.879,689.803,329428.291378,315252992,0.000
11,1993-03-25,690.490,688.583,690.743,685.158,327388.88536312,309520000,0.000
11,1993-03-26,691.084,698.142,698.142,688.637,730777.31784258,759833024,0.000
11,1993-03-29,695.064,691.209,698.924,690.277,361836.26152816,351144000,0.000
11,1993-03-30,691.481,689.917,693.428,689.917,354689.19576223,339809984,0.000
11,1993-03-31,689.416,686.487,689.905,685.669,338377.38873109,313307008,0.000
11,1993-04-01,686.017,688.775,689.044,685.361,209220.56944987,198180000,0.000
11,1993-04-02,689.439,688.433,690.960,688.064,282689.80201481,266862000,0.000
11,1993-04-05,688.600,688.843,688.846,686.333,211021.5451486,200020992,0.000
11,1993-04-06,689.049,700.044,700.540,688.968,715664.13619977,758332032,0.000
11,1993-04-07,704.589,703.768,709.031,701.627,1642570.1678762,1806203008,0.000
11,1993-04-08,703.767,715.750,715.604,703.767,1517144.7814927,1879529984,0.000
11,1993-04-09,722.283,716.087,723.705,715.555,1655567.0673038,2057902976,0.000
11,1993-04-12,717.020,712.843,718.751,712.175,1050654.7019625,1264504960,0.000
11,1993-04-13,712.944,720.387,720.424,712.636,1050676.0066597,1363105024,0.000
